Sno,Ok,SOP,Message,Msg Id,Data Role,Power Role,Obj Count,Rev,Duration,Delta,Vbus(V),Data,Start Time,End Time
218,OK,SOP,EXTENDED_CONTROL_MSG,3,DFP,SRC,1,v3,647,1584,26707,0x97B0 0x8002 0x04 0x00,27295774,27296421
219,OK,SOP,GOODCRC,3,UFP,SNK,0,v3,510,82,26683,0x681,27296503,27297013
220,OK,SOP,EXTENDED_CONTROL_MSG,1,UFP,SNK,1,v3,645,454426,26707,0x9290 0x8002 0x03 0x00,27751439,27752084
221,OK,SOP,GOODCRC,1,DFP,SRC,0,v3,512,97,26671,0x3A1,27752181,27752693
222,OK,SOP,EXTENDED_CONTROL_MSG,4,DFP,SRC,1,v3,648,1557,26683,0x99B0 0x8002 0x04 0x00,27754250,27754898
223,OK,SOP,GOODCRC,4,UFP,SNK,0,v3,511,81,26659,0x881,27754979,27755490
224,OK,SOP,EXTENDED_CONTROL_MSG,2,UFP,SNK,1,v3,645,454444,26719,0x9490 0x8002 0x03 0x00,28209934,28210579
225,OK,SOP,GOODCRC,2,DFP,SRC,0,v3,512,97,26683,0x5A1,28210676,28211188
226,OK,SOP,EXTENDED_CONTROL_MSG,5,DFP,SRC,1,v3,648,1499,26707,0x9BB0 0x8002 0x04 0x00,28212687,28213335
227,OK,SOP,GOODCRC,5,UFP,SNK,0,v3,511,81,26683,0xA81,28213416,28213927
228,OK,SOP,EXTENDED_CONTROL_MSG,3,UFP,SNK,1,v3,645,454494,26683,0x9690 0x8002 0x03 0x00,28668421,28669066
229,OK,SOP,GOODCRC,3,DFP,SRC,0,v3,512,100,26648,0x7A1,28669166,28669678
230,OK,SOP,EXTENDED_CONTROL_MSG,6,DFP,SRC,1,v3,647,1557,26683,0x9DB0 0x8002 0x04 0x00,28671235,28671882
231,OK,SOP,GOODCRC,6,UFP,SNK,0,v3,510,82,26671,0xC81,28671964,28672474
232,OK,SOP,EPR_REQUEST,4,UFP,SNK,2,v3,780,126517,26707,0x2889 0xB0496064 0xD3C096F0,28798991,28799771
233,OK,SOP,GOODCRC,4,DFP,SRC,0,v3,512,93,26671,0x9A1,28799864,28800376
234,OK,SOP,ACCEPT,7,DFP,SRC,0,v3,512,3318,26695,0xFA3,28803694,28804206
235,OK,SOP,GOODCRC,7,UFP,SNK,0,v3,510,81,26671,0xE81,28804287,28804797
236,OK,SOP,PS_RDY,0,DFP,SRC,0,v3,512,30731,27573,0x1A6,28835528,28836040
237,OK,SOP,GOODCRC,0,UFP,SNK,0,v3,510,81,27573,0x81,28836121,28836631
238,OK,SOP,EXTENDED_CONTROL_MSG,5,UFP,SNK,1,v3,646,404853,29660,0x9A90 0x8002 0x03 0x00,29241484,29242130
239,OK,SOP,GOODCRC,5,DFP,SRC,0,v3,512,98,29636,0xBA1,29242228,29242740
240,OK,SOP,EXTENDED_CONTROL_MSG,1,DFP,SRC,1,v3,648,1548,29648,0x93B0 0x8002 0x04 0x00,29244288,29244936
241,OK,SOP,GOODCRC,1,UFP,SNK,0,v3,511,81,29624,0x281,29245017,29245528
242,OK,SOP,EXTENDED_CONTROL_MSG,6,UFP,SNK,1,v3,645,454420,29684,0x9C90 0x8002 0x03 0x00,29699948,29700593
243,OK,SOP,GOODCRC,6,DFP,SRC,0,v3,513,102,29660,0xDA1,29700695,29701208
244,OK,SOP,EXTENDED_CONTROL_MSG,2,DFP,SRC,1,v3,647,1730,29672,0x95B0 0x8002 0x04 0x00,29702938,29703585
245,OK,SOP,GOODCRC,2,UFP,SNK,0,v3,511,81,29636,0x481,29703666,29704177
246,OK,SOP,EXTENDED_CONTROL_MSG,7,UFP,SNK,1,v3,646,454263,29672,0x9E90 0x8002 0x03 0x00,30158440,30159086
247,OK,SOP,GOODCRC,7,DFP,SRC,0,v3,512,96,29648,0xFA1,30159182,30159694
248,OK,SOP,EXTENDED_CONTROL_MSG,3,DFP,SRC,1,v3,648,1788,29672,0x97B0 0x8002 0x04 0x00,30161482,30162130
249,OK,SOP,GOODCRC,3,UFP,SNK,0,v3,510,81,29648,0x681,30162211,30162721
250,OK,SOP,EXTENDED_CONTROL_MSG,0,UFP,SNK,1,v3,645,454210,29684,0x9090 0x8002 0x03 0x00,30616931,30617576
251,OK,SOP,GOODCRC,0,DFP,SRC,0,v3,512,97,29660,0x1A1,30617673,30618185
252,OK,SOP,EXTENDED_CONTROL_MSG,4,DFP,SRC,1,v3,648,1869,29684,0x99B0 0x8002 0x04 0x00,30620054,30620702
253,OK,SOP,GOODCRC,4,UFP,SNK,0,v3,510,81,29660,0x881,30620783,30621293
254,OK,SOP,EPR_REQUEST,1,UFP,SNK,2,v3,780,145185,29695,0x2289 0xB04A5064 0xD3C096F0,30766478,30767258
255,OK,SOP,GOODCRC,1,DFP,SRC,0,v3,512,94,29660,0x3A1,30767352,30767864
256,OK,SOP,ACCEPT,5,DFP,SRC,0,v3,512,2878,29684,0xBA3,30770742,30771254
257,OK,SOP,GOODCRC,5,UFP,SNK,0,v3,511,81,29672,0xA81,30771335,30771846
258,OK,SOP,PS_RDY,6,DFP,SRC,0,v3,512,25197,30312,0xDA6,30797043,30797555
259,OK,SOP,GOODCRC,6,UFP,SNK,0,v3,510,82,30312,0xC81,30797637,30798147
260,OK,SOP,EXTENDED_CONTROL_MSG,2,UFP,SNK,1,v3,646,404846,32672,0x9490 0x8002 0x03 0x00,31202993,31203639
261,OK,SOP,GOODCRC,2,DFP,SRC,0,v3,512,96,32637,0x5A1,31203735,31204247
262,OK,SOP,EXTENDED_CONTROL_MSG,7,DFP,SRC,1,v3,648,1540,32660,0x9FB0 0x8002 0x04 0x00,31205787,31206435
263,OK,SOP,GOODCRC,7,UFP,SNK,0,v3,510,81,32637,0xE81,31206516,31207026
264,OK,SOP,EXTENDED_CONTROL_MSG,3,UFP,SNK,1,v3,645,454462,32660,0x9690 0x8002 0x03 0x00,31661488,31662133
265,OK,SOP,GOODCRC,3,DFP,SRC,0,v3,512,110,32637,0x7A1,31662243,31662755
266,OK,SOP,EXTENDED_CONTROL_MSG,0,DFP,SRC,1,v3,647,1592,32660,0x91B0 0x8002 0x04 0x00,31664347,31664994
267,OK,SOP,GOODCRC,0,UFP,SNK,0,v3,510,82,32637,0x81,31665076,31665586
268,OK,SOP,EXTENDED_CONTROL_MSG,4,UFP,SNK,1,v3,645,454406,32637,0x9890 0x8002 0x03 0x00,32119992,32120637
269,OK,SOP,GOODCRC,4,DFP,SRC,0,v3,512,96,32625,0x9A1,32120733,32121245
270,OK,SOP,EXTENDED_CONTROL_MSG,1,DFP,SRC,1,v3,648,1733,32648,0x93B0 0x8002 0x04 0x00,32122978,32123626
271,OK,SOP,GOODCRC,1,UFP,SNK,0,v3,511,81,32625,0x281,32123707,32124218
272,OK,SOP,EXTENDED_CONTROL_MSG,5,UFP,SNK,1,v3,646,454303,32684,0x9A90 0x8002 0x03 0x00,32578521,32579167
273,OK,SOP,GOODCRC,5,DFP,SRC,0,v3,512,97,32648,0xBA1,32579264,32579776
274,OK,SOP,EXTENDED_CONTROL_MSG,2,DFP,SRC,1,v3,648,1798,32660,0x95B0 0x8002 0x04 0x00,32581574,32582222
275,OK,SOP,GOODCRC,2,UFP,SNK,0,v3,510,81,32625,0x481,32582303,32582813
276,OK,SOP,EPR_REQUEST,6,UFP,SNK,2,v3,779,152240,32648,0x2C89 0xB04B4064 0xD3C096F0,32735053,32735832
277,OK,SOP,GOODCRC,6,DFP,SRC,0,v3,513,96,32601,0xDA1,32735928,32736441
278,OK,SOP,ACCEPT,3,DFP,SRC,0,v3,512,3227,32625,0x7A3,32739668,32740180
279,OK,SOP,GOODCRC,3,UFP,SNK,0,v3,511,81,32601,0x681,32740261,32740772
280,OK,SOP,PS_RDY,4,DFP,SRC,0,v3,512,19512,33111,0x9A6,32760284,32760796
281,OK,SOP,GOODCRC,4,UFP,SNK,0,v3,510,82,33099,0x881,32760878,32761388
282,OK,SOP,EXTENDED_CONTROL_MSG,7,UFP,SNK,1,v3,645,405191,35661,0x9E90 0x8002 0x03 0x00,33166579,33167224
283,OK,SOP,GOODCRC,7,DFP,SRC,0,v3,513,97,35637,0xFA1,33167321,33167834
284,OK,SOP,EXTENDED_CONTROL_MSG,5,DFP,SRC,1,v3,648,1635,35661,0x9BB0 0x8002 0x04 0x00,33169469,33170117
285,OK,SOP,GOODCRC,5,UFP,SNK,0,v3,511,81,35637,0xA81,33170198,33170709
286,OK,SOP,EXTENDED_CONTROL_MSG,0,UFP,SNK,1,v3,645,454377,35673,0x9090 0x8002 0x03 0x00,33625086,33625731
287,OK,SOP,GOODCRC,0,DFP,SRC,0,v3,512,99,35649,0x1A1,33625830,33626342
288,OK,SOP,EXTENDED_CONTROL_MSG,6,DFP,SRC,1,v3,648,1778,35661,0x9DB0 0x8002 0x04 0x00,33628120,33628768
289,OK,SOP,GOODCRC,6,UFP,SNK,0,v3,510,82,35637,0xC81,33628850,33629360
290,OK,SOP,EXTENDED_CONTROL_MSG,1,UFP,SNK,1,v3,645,454207,35661,0x9290 0x8002 0x03 0x00,34083567,34084212
291,OK,SOP,GOODCRC,1,DFP,SRC,0,v3,512,98,35637,0x3A1,34084310,34084822
292,OK,SOP,EXTENDED_CONTROL_MSG,7,DFP,SRC,1,v3,648,1618,35673,0x9FB0 0x8002 0x04 0x00,34086440,34087088
293,OK,SOP,GOODCRC,7,UFP,SNK,0,v3,510,82,35649,0xE81,34087170,34087680
294,OK,SOP,EXTENDED_CONTROL_MSG,2,UFP,SNK,1,v3,645,454347,35673,0x9490 0x8002 0x03 0x00,34542027,34542672
295,OK,SOP,GOODCRC,2,DFP,SRC,0,v3,512,97,35637,0x5A1,34542769,34543281
296,OK,SOP,EXTENDED_CONTROL_MSG,0,DFP,SRC,1,v3,648,1463,35649,0x91B0 0x8002 0x04 0x00,34544744,34545392
297,OK,SOP,GOODCRC,0,UFP,SNK,0,v3,510,81,35625,0x81,34545473,34545983
298,OK,SOP,EPR_REQUEST,3,UFP,SNK,2,v3,780,140585,35661,0x2689 0xB04C3064 0xD3C096F0,34686568,34687348
299,OK,SOP,GOODCRC,3,DFP,SRC,0,v3,512,93,35625,0x7A1,34687441,34687953
300,OK,SOP,ACCEPT,1,DFP,SRC,0,v3,512,3344,35637,0x3A3,34691297,34691809
301,OK,SOP,GOODCRC,1,UFP,SNK,0,v3,510,81,35613,0x281,34691890,34692400
302,OK,SOP,PS_RDY,2,DFP,SRC,0,v3,512,19438,36099,0x5A6,34711838,34712350
303,OK,SOP,GOODCRC,2,UFP,SNK,0,v3,510,82,36099,0x481,34712432,34712942
304,OK,SOP,EXTENDED_CONTROL_MSG,4,UFP,SNK,1,v3,646,405102,38542,0x9890 0x8002 0x03 0x00,35118044,35118690
305,OK,SOP,GOODCRC,4,DFP,SRC,0,v3,512,96,38507,0x9A1,35118786,35119298
306,OK,SOP,EXTENDED_CONTROL_MSG,3,DFP,SRC,1,v3,648,1622,38542,0x97B0 0x8002 0x04 0x00,35120920,35121568
307,OK,SOP,GOODCRC,3,UFP,SNK,0,v3,510,81,38507,0x681,35121649,35122159
308,OK,SOP,EXTENDED_CONTROL_MSG,5,UFP,SNK,1,v3,645,454314,38578,0x9A90 0x8002 0x03 0x00,35576473,35577118
309,OK,SOP,GOODCRC,5,DFP,SRC,0,v3,512,96,38542,0xBA1,35577214,35577726
310,OK,SOP,EXTENDED_CONTROL_MSG,4,DFP,SRC,1,v3,648,1771,38554,0x99B0 0x8002 0x04 0x00,35579497,35580145
311,OK,SOP,GOODCRC,4,UFP,SNK,0,v3,510,81,38519,0x881,35580226,35580736
312,OK,SOP,EXTENDED_CONTROL_MSG,6,UFP,SNK,1,v3,645,454209,38578,0x9C90 0x8002 0x03 0x00,36034945,36035590
313,OK,SOP,GOODCRC,6,DFP,SRC,0,v3,512,98,38554,0xDA1,36035688,36036200
314,OK,SOP,EXTENDED_CONTROL_MSG,5,DFP,SRC,1,v3,648,1601,38566,0x9BB0 0x8002 0x04 0x00,36037801,36038449
315,OK,SOP,GOODCRC,5,UFP,SNK,0,v3,509,82,38542,0xA81,36038531,36039040
316,OK,SOP,EXTENDED_CONTROL_MSG,7,UFP,SNK,1,v3,645,454385,38578,0x9E90 0x8002 0x03 0x00,36493425,36494070
317,OK,SOP,GOODCRC,7,DFP,SRC,0,v3,512,98,38554,0xFA1,36494168,36494680
318,OK,SOP,EXTENDED_CONTROL_MSG,6,DFP,SRC,1,v3,648,1757,38578,0x9DB0 0x8002 0x04 0x00,36496437,36497085
319,OK,SOP,GOODCRC,6,UFP,SNK,0,v3,510,82,38542,0xC81,36497167,36497677
320,OK,SOP,EPR_REQUEST,0,UFP,SNK,2,v3,780,157223,38554,0x2089 0xB04D2064 0xD3C096F0,36654900,36655680
321,OK,SOP,GOODCRC,0,DFP,SRC,0,v3,512,95,38531,0x1A1,36655775,36656287
322,OK,SOP,ACCEPT,7,DFP,SRC,0,v3,513,3187,38566,0xFA3,36659474,36659987
323,OK,SOP,GOODCRC,7,UFP,SNK,0,v3,510,81,38531,0xE81,36660068,36660578
324,OK,SOP,PS_RDY,0,DFP,SRC,0,v3,513,19451,39029,0x1A6,36680029,36680542
325,OK,SOP,GOODCRC,0,UFP,SNK,0,v3,510,81,39041,0x81,36680623,36681133
326,OK,SOP,EXTENDED_CONTROL_MSG,1,UFP,SNK,1,v3,645,404269,41484,0x9290 0x8002 0x03 0x00,37085402,37086047
327,OK,SOP,GOODCRC,1,DFP,SRC,0,v3,512,99,41448,0x3A1,37086146,37086658
328,OK,SOP,EXTENDED_CONTROL_MSG,1,DFP,SRC,1,v3,648,1761,41460,0x93B0 0x8002 0x04 0x00,37088419,37089067
329,OK,SOP,GOODCRC,1,UFP,SNK,0,v3,510,81,41448,0x281,37089148,37089658
330,OK,SOP,EXTENDED_CONTROL_MSG,2,UFP,SNK,1,v3,645,454196,41484,0x9490 0x8002 0x03 0x00,37543854,37544499
331,OK,SOP,GOODCRC,2,DFP,SRC,0,v3,512,99,41460,0x5A1,37544598,37545110
332,OK,SOP,EXTENDED_CONTROL_MSG,2,DFP,SRC,1,v3,648,1676,41484,0x95B0 0x8002 0x04 0x00,37546786,37547434
333,OK,SOP,GOODCRC,2,UFP,SNK,0,v3,510,82,41460,0x481,37547516,37548026
334,OK,SOP,EXTENDED_CONTROL_MSG,3,UFP,SNK,1,v3,645,454255,41495,0x9690 0x8002 0x03 0x00,38002281,38002926
335,OK,SOP,GOODCRC,3,DFP,SRC,0,v3,512,98,41460,0x7A1,38003024,38003536
336,OK,SOP,EXTENDED_CONTROL_MSG,3,DFP,SRC,1,v3,648,1608,41460,0x97B0 0x8002 0x04 0x00,38005144,38005792
337,OK,SOP,GOODCRC,3,UFP,SNK,0,v3,510,82,41436,0x681,38005874,38006384
338,OK,SOP,EXTENDED_CONTROL_MSG,4,UFP,SNK,1,v3,645,454309,41507,0x9890 0x8002 0x03 0x00,38460693,38461338
339,OK,SOP,GOODCRC,4,DFP,SRC,0,v3,506,105,41472,0x9A1,38461443,38461949
340,OK,SOP,EXTENDED_CONTROL_MSG,4,DFP,SRC,1,v3,648,1568,41495,0x99B0 0x8002 0x04 0x00,38463517,38464165
341,OK,SOP,GOODCRC,4,UFP,SNK,0,v3,510,81,41472,0x881,38464246,38464756
342,OK,SOP,EPR_REQUEST,5,UFP,SNK,2,v3,780,142485,41484,0x2A89 0xB04E1064 0xD3C096F0,38607241,38608021
343,OK,SOP,GOODCRC,5,DFP,SRC,0,v3,512,95,41460,0xBA1,38608116,38608628
344,OK,SOP,ACCEPT,5,DFP,SRC,0,v3,512,2815,41495,0xBA3,38611443,38611955
345,OK,SOP,GOODCRC,5,UFP,SNK,0,v3,510,82,41484,0xA81,38612037,38612547
346,OK,SOP,PS_RDY,6,DFP,SRC,0,v3,512,19474,41958,0xDA6,38632021,38632533
347,OK,SOP,GOODCRC,6,UFP,SNK,0,v3,510,82,41970,0xC81,38632615,38633125
348,OK,SOP,EXTENDED_CONTROL_MSG,6,UFP,SNK,1,v3,645,404582,44330,0x9C90 0x8002 0x03 0x00,39037707,39038352
349,OK,SOP,GOODCRC,6,DFP,SRC,0,v3,512,99,44318,0xDA1,39038451,39038963
350,OK,SOP,EXTENDED_CONTROL_MSG,7,DFP,SRC,1,v3,648,1535,44342,0x9FB0 0x8002 0x04 0x00,39040498,39041146
351,OK,SOP,GOODCRC,7,UFP,SNK,0,v3,510,81,44306,0xE81,39041227,39041737
352,OK,SOP,EXTENDED_CONTROL_MSG,7,UFP,SNK,1,v3,645,454369,44377,0x9E90 0x8002 0x03 0x00,39496106,39496751
353,OK,SOP,GOODCRC,7,DFP,SRC,0,v3,512,104,44330,0xFA1,39496855,39497367
354,OK,SOP,EXTENDED_CONTROL_MSG,0,DFP,SRC,1,v3,648,1501,44365,0x91B0 0x8002 0x04 0x00,39498868,39499516
355,OK,SOP,GOODCRC,0,UFP,SNK,0,v3,511,81,44342,0x81,39499597,39500108
356,OK,SOP,EXTENDED_CONTROL_MSG,0,UFP,SNK,1,v3,645,454418,44342,0x9090 0x8002 0x03 0x00,39954526,39955171
357,OK,SOP,GOODCRC,0,DFP,SRC,0,v3,512,99,44318,0x1A1,39955270,39955782
358,OK,SOP,EXTENDED_CONTROL_MSG,1,DFP,SRC,1,v3,648,1477,44318,0x93B0 0x8002 0x04 0x00,39957259,39957907
359,OK,SOP,GOODCRC,1,UFP,SNK,0,v3,510,81,44294,0x281,39957988,39958498
360,OK,SOP,EXTENDED_CONTROL_MSG,1,UFP,SNK,1,v3,645,454455,44365,0x9290 0x8002 0x03 0x00,40412953,40413598
361,OK,SOP,GOODCRC,1,DFP,SRC,0,v3,513,98,44342,0x3A1,40413696,40414209
362,OK,SOP,EXTENDED_CONTROL_MSG,2,DFP,SRC,1,v3,647,1463,44354,0x95B0 0x8002 0x04 0x00,40415672,40416319
363,OK,SOP,GOODCRC,2,UFP,SNK,0,v3,510,82,44342,0x481,40416401,40416911
364,OK,SOP,EPR_REQUEST,2,UFP,SNK,2,v3,781,157536,44354,0x2489 0xB04F0064 0xD3C096F0,40574447,40575228
365,OK,SOP,GOODCRC,2,DFP,SRC,0,v3,512,96,44330,0x5A1,40575324,40575836
366,OK,SOP,ACCEPT,3,DFP,SRC,0,v3,513,2950,44365,0x7A3,40578786,40579299
367,OK,SOP,GOODCRC,3,UFP,SNK,0,v3,510,81,44330,0x681,40579380,40579890
368,OK,SOP,PS_RDY,4,DFP,SRC,0,v3,512,19474,44828,0x9A6,40599364,40599876
369,OK,SOP,GOODCRC,4,UFP,SNK,0,v3,510,82,44828,0x881,40599958,40600468
370,OK,SOP,EXTENDED_CONTROL_MSG,3,UFP,SNK,1,v3,645,404447,47188,0x9690 0x8002 0x03 0x00,41004915,41005560
371,OK,SOP,GOODCRC,3,DFP,SRC,0,v3,512,97,47164,0x7A1,41005657,41006169
372,OK,SOP,EXTENDED_CONTROL_MSG,5,DFP,SRC,1,v3,648,1748,47200,0x9BB0 0x8002 0x04 0x00,41007917,41008565
373,OK,SOP,GOODCRC,5,UFP,SNK,0,v3,510,81,47164,0xA81,41008646,41009156
374,OK,SOP,EXTENDED_CONTROL_MSG,4,UFP,SNK,1,v3,645,454145,47200,0x9890 0x8002 0x03 0x00,41463301,41463946
375,OK,SOP,GOODCRC,4,DFP,SRC,0,v3,513,98,47164,0x9A1,41464044,41464557
376,OK,SOP,EXTENDED_CONTROL_MSG,6,DFP,SRC,1,v3,648,1785,47200,0x9DB0 0x8002 0x04 0x00,41466342,41466990
377,OK,SOP,GOODCRC,6,UFP,SNK,0,v3,510,81,47176,0xC81,41467071,41467581
378,OK,SOP,EXTENDED_CONTROL_MSG,5,UFP,SNK,1,v3,645,454110,47200,0x9A90 0x8002 0x03 0x00,41921691,41922336
379,OK,SOP,GOODCRC,5,DFP,SRC,0,v3,512,97,47164,0xBA1,41922433,41922945
380,OK,SOP,EXTENDED_CONTROL_MSG,7,DFP,SRC,1,v3,648,1541,47176,0x9FB0 0x8002 0x04 0x00,41924486,41925134
381,OK,SOP,GOODCRC,7,UFP,SNK,0,v3,510,82,47152,0xE81,41925216,41925726
382,OK,SOP,EXTENDED_CONTROL_MSG,6,UFP,SNK,1,v3,645,454366,47200,0x9C90 0x8002 0x03 0x00,42380092,42380737
383,OK,SOP,GOODCRC,6,DFP,SRC,0,v3,513,99,47164,0xDA1,42380836,42381349
384,OK,SOP,EXTENDED_CONTROL_MSG,0,DFP,SRC,1,v3,648,1578,47200,0x91B0 0x8002 0x04 0x00,42382927,42383575
385,OK,SOP,GOODCRC,0,UFP,SNK,0,v3,511,81,47176,0x81,42383656,42384167
386,OK,SOP,EPR_REQUEST,7,UFP,SNK,2,v3,780,158389,47200,0x2E89 0xB04E1064 0xD3C096F0,42542556,42543336
387,OK,SOP,GOODCRC,7,DFP,SRC,0,v3,512,95,47152,0xFA1,42543431,42543943
388,OK,SOP,ACCEPT,1,DFP,SRC,0,v3,513,2815,47176,0x3A3,42546758,42547271
389,OK,SOP,GOODCRC,1,UFP,SNK,0,v3,510,81,47152,0x281,42547352,42547862
390,OK,SOP,PS_RDY,2,DFP,SRC,0,v3,512,45945,44994,0x5A6,42593807,42594319
391,OK,SOP,GOODCRC,2,UFP,SNK,0,v3,509,82,44958,0x481,42594401,42594910
392,OK,SOP,EXTENDED_CONTROL_MSG,0,UFP,SNK,1,v3,646,404999,44354,0x9090 0x8002 0x03 0x00,42999909,43000555
393,OK,SOP,GOODCRC,0,DFP,SRC,0,v3,512,98,44318,0x1A1,43000653,43001165
394,OK,SOP,EXTENDED_CONTROL_MSG,3,DFP,SRC,1,v3,648,1490,44330,0x97B0 0x8002 0x04 0x00,43002655,43003303
395,OK,SOP,GOODCRC,3,UFP,SNK,0,v3,510,82,44306,0x681,43003385,43003895
396,OK,SOP,EXTENDED_CONTROL_MSG,1,UFP,SNK,1,v3,645,454412,44365,0x9290 0x8002 0x03 0x00,43458307,43458952
397,OK,SOP,GOODCRC,1,DFP,SRC,0,v3,512,97,44330,0x3A1,43459049,43459561
398,OK,SOP,EXTENDED_CONTROL_MSG,4,DFP,SRC,1,v3,647,1654,44354,0x99B0 0x8002 0x04 0x00,43461215,43461862
399,OK,SOP,GOODCRC,4,UFP,SNK,0,v3,510,82,44318,0x881,43461944,43462454
400,OK,SOP,EXTENDED_CONTROL_MSG,2,UFP,SNK,1,v3,646,454309,44365,0x9490 0x8002 0x03 0x00,43916763,43917409
401,OK,SOP,GOODCRC,2,DFP,SRC,0,v3,513,97,44342,0x5A1,43917506,43918019
402,OK,SOP,EXTENDED_CONTROL_MSG,5,DFP,SRC,1,v3,647,1636,44377,0x9BB0 0x8002 0x04 0x00,43919655,43920302
403,OK,SOP,GOODCRC,5,UFP,SNK,0,v3,510,82,44342,0xA81,43920384,43920894
404,OK,SOP,EXTENDED_CONTROL_MSG,3,UFP,SNK,1,v3,645,454286,44330,0x9690 0x8002 0x03 0x00,44375180,44375825
405,OK,SOP,GOODCRC,3,DFP,SRC,0,v3,512,97,44306,0x7A1,44375922,44376434
406,OK,SOP,EXTENDED_CONTROL_MSG,6,DFP,SRC,1,v3,648,1667,44342,0x9DB0 0x8002 0x04 0x00,44378101,44378749
407,OK,SOP,GOODCRC,6,UFP,SNK,0,v3,510,81,44318,0xC81,44378830,44379340
408,OK,SOP,EPR_REQUEST,4,UFP,SNK,2,v3,779,114469,44342,0x2889 0xB04D2064 0xD3C096F0,44493809,44494588
409,OK,SOP,GOODCRC,4,DFP,SRC,0,v3,512,97,44306,0x9A1,44494685,44495197
410,OK,SOP,ACCEPT,7,DFP,SRC,0,v3,512,3280,44342,0xFA3,44498477,44498989
411,OK,SOP,GOODCRC,7,UFP,SNK,0,v3,510,82,44306,0xE81,44499071,44499581
412,OK,SOP,PS_RDY,0,DFP,SRC,0,v3,513,50936,42053,0x1A6,44550517,44551030
413,OK,SOP,GOODCRC,0,UFP,SNK,0,v3,510,81,42005,0x81,44551111,44551621
414,OK,SOP,EXTENDED_CONTROL_MSG,5,UFP,SNK,1,v3,645,404582,41495,0x9A90 0x8002 0x03 0x00,44956203,44956848
415,OK,SOP,GOODCRC,5,DFP,SRC,0,v3,513,99,41460,0xBA1,44956947,44957460
416,OK,SOP,EXTENDED_CONTROL_MSG,1,DFP,SRC,1,v3,647,1585,41495,0x93B0 0x8002 0x04 0x00,44959045,44959692
417,OK,SOP,GOODCRC,1,UFP,SNK,0,v3,510,82,41460,0x281,44959774,44960284
418,OK,SOP,EXTENDED_CONTROL_MSG,6,UFP,SNK,1,v3,645,454346,41484,0x9C90 0x8002 0x03 0x00,45414630,45415275
419,OK,SOP,GOODCRC,6,DFP,SRC,0,v3,513,112,41472,0xDA1,45415387,45415900
420,OK,SOP,EXTENDED_CONTROL_MSG,2,DFP,SRC,1,v3,648,1690,41484,0x95B0 0x8002 0x04 0x00,45417590,45418238
421,OK,SOP,GOODCRC,2,UFP,SNK,0,v3,510,82,41448,0x481,45418320,45418830
422,OK,SOP,EXTENDED_CONTROL_MSG,7,UFP,SNK,1,v3,645,454253,41507,0x9E90 0x8002 0x03 0x00,45873083,45873728
423,OK,SOP,GOODCRC,7,DFP,SRC,0,v3,512,97,41472,0xFA1,45873825,45874337
424,OK,SOP,EXTENDED_CONTROL_MSG,3,DFP,SRC,1,v3,648,1677,41484,0x97B0 0x8002 0x04 0x00,45876014,45876662
425,OK,SOP,GOODCRC,3,UFP,SNK,0,v3,510,81,41460,0x681,45876743,45877253
426,OK,SOP,EXTENDED_CONTROL_MSG,0,UFP,SNK,1,v3,645,454266,41484,0x9090 0x8002 0x03 0x00,46331519,46332164
427,OK,SOP,GOODCRC,0,DFP,SRC,0,v3,512,98,41460,0x1A1,46332262,46332774
428,OK,SOP,EXTENDED_CONTROL_MSG,4,DFP,SRC,1,v3,649,1643,41472,0x99B0 0x8002 0x04 0x00,46334417,46335066
429,OK,SOP,GOODCRC,4,UFP,SNK,0,v3,510,81,41460,0x881,46335147,46335657
430,OK,SOP,EPR_REQUEST,1,UFP,SNK,2,v3,780,126459,41484,0x2289 0xB04C3064 0xD3C096F0,46462116,46462896
431,OK,SOP,GOODCRC,1,DFP,SRC,0,v3,513,94,41448,0x3A1,46462990,46463503
432,OK,SOP,ACCEPT,5,DFP,SRC,0,v3,513,2998,41484,0xBA3,46466501,46467014
433,OK,SOP,GOODCRC,5,UFP,SNK,0,v3,510,81,41472,0xA81,46467095,46467605
434,OK,SOP,PS_RDY,6,DFP,SRC,0,v3,513,55980,39052,0xDA6,46523585,46524098
435,OK,SOP,GOODCRC,6,UFP,SNK,0,v3,510,81,39029,0xC81,46524179,46524689
436,OK,SOP,EXTENDED_CONTROL_MSG,2,UFP,SNK,1,v3,645,404790,38566,0x9490 0x8002 0x03 0x00,46929479,46930124
437,OK,SOP,GOODCRC,2,DFP,SRC,0,v3,512,98,38542,0x5A1,46930222,46930734
438,OK,SOP,EXTENDED_CONTROL_MSG,7,DFP,SRC,1,v3,648,1694,38578,0x9FB0 0x8002 0x04 0x00,46932428,46933076
439,OK,SOP,GOODCRC,7,UFP,SNK,0,v3,511,81,38554,0xE81,46933157,46933668
440,OK,SOP,EXTENDED_CONTROL_MSG,3,UFP,SNK,1,v3,645,454274,38554,0x9690 0x8002 0x03 0x00,47387942,47388587
441,OK,SOP,GOODCRC,3,DFP,SRC,0,v3,513,98,38519,0x7A1,47388685,47389198
442,OK,SOP,EXTENDED_CONTROL_MSG,0,DFP,SRC,1,v3,648,1822,38554,0x91B0 0x8002 0x04 0x00,47391020,47391668
443,OK,SOP,GOODCRC,0,UFP,SNK,0,v3,510,82,38531,0x81,47391750,47392260
444,OK,SOP,EXTENDED_CONTROL_MSG,4,UFP,SNK,1,v3,643,454137,38578,0x9890 0x8002 0x03 0x00,47846397,47847040
